IPC maingroup,Label
F28D-017,부동 중간열전달매체 접촉 기반 재생식 열교환 장치
F28D-019,중간열전달매체 상호 열교환매체 연속 접촉 이동 재생식 열교환장치
F28D-020,축열플랜트 장치
F28D-021,기타 열교환장치
F28D-003,단일 열교환매체 고정 유로조립체 기반 열교환장치
F28D-005,증발 냉각효과 및 단일 열교환매체 고정 유로조립체 기반 열교환장치
F28D-007,양열교환매체 부동 관사 유로군 포함 열교환장치
F28D-009,양열교환매체 부동 판상/적층판상 유로군 포함 타측 유로벽 접촉 열교환장치
F28F-001,열교환장치 관상요소 
F28F-011,열교환장치 도관 밀봉 장치
F28F-013,열교환장치 열전달 수정 장치
F28F-017,열교환장치 얼음/물 제거
F28F-019,열교환장치 침적물 형성/부식 예방
F28F-021,열교환장치 구조
F28F-023,열교환장치 중간열교환물질 특징
F28F-025,열교환장치 살수식 냉각기 구성요소
F28F-027,열교환장치 제어장치
F28F-003,열교환장치 판상/적층판상요소
F28F-005,열교환장치 운동용 요소
F28F-007,열교환장치 기타 요소
F28F-009,열교환장치 케이싱/헤더박스
F28F-099,열교환장치 기타 주제사항
F28G-001,비회전 열교환관
F28G-011,비회전 열교환관 청소
F28G-013,기타 열교환관
F28G-015,열교환관 세부
F28G-003,열교환관 회전기기
F28G-005,비틀기 청소 열교환관
F28G-007,진동 청소 열교환관
F28G-009,플러싱/세정 청소 열교환관
F41A-001,폭발성/연소성 추진장약 기반 미사일 추진
F41A-011,조립/분해 특성
F41A-013,냉각/가열 시스템 총포신 블로윙 환기시스템
F41A-015,카트리지 익스트랙터
F41A-017,화기 안전장치
F41A-019,발사/방아쇠 기구
F41A-021,총포신/건튜브 포신신관
F41A-023,총포가
F41A-025,반동/발포위치 회귀 포가
F41A-027,선회/고각 작동 총포가
F41A-029,화기 세정/윤활장치
F41A-003,화기 브리취
F41A-031,화기 시험장치
F41A-033,화기 훈련 적용
F41A-035,화기 세부
F41A-005,자동 폐쇄 개방 추진 장약 에너지 작동 기계 시스템
F41A-007,브리취 블록/노리쇠/총신 개시위치 장착용 보조기구
F41A-009,탄약 공급/장전
F41A-099,탄약 기타 주제사항
F41B-001,블로우건
F41B-011,압축-가스총
F41B-013,찌르는 무기
F41B-015,기타 무기
F41B-003,날리는 무기
F41B-004,마찰차 발사기
F41B-005,활
F41B-006,전자기식 발사기
F41B-007,스프링 총
F41B-009,액체분출 포
F41C-023,총상
F41C-027,소형화기 부속구
F41C-003,피스톨
F41C-033,소화기 장착/휴대수단
F41C-007,어깨 견착 발사 소형화기
F41C-009,기타 소화기
F41F-001,포신 투사체 발사장치
F41F-003,로켓/어뢰 발사기
F41F-005,중력 추진 미사일/투사체 발사장치
F41F-007,총신이외 미사일/투사체 추진 발사장치
F41G-001,조준장치
F41G-011,조준/조준용 용구 세부
F41G-003,조준수단/지향수단
F41G-005,포 고각/선회제어시스템
F41G-007,자동 추진 미사일용 방향제어시스템
F41G-009,기타 미사일제어시스템
F41H-001,인원방호구
F41H-011,방어시설/방어수단
F41H-013,기타 공격/방어 수단
F41H-003,위장 수단/방법
F41H-005,장갑/장갑판/방패
F41H-007,장갑차량/병장차량
F41H-009,화염/가스/연기 분사 공격/방어용구
F41J-001,표적
F41J-011,사격장
F41J-013,탄알받이
F41J-002,반사표적
F41J-003,화살/투창용 표적
F41J-005,표적지시시스템 표적명중/득점탐지 시스템
F41J-007,발사 시 정지 이동 가능 표적
F41J-009,가동표적
F42B-001,형상 특징 폭약
F42B-010,미사일 공기역학적 특성 개선 수단
F42B-012,탄두
F42B-014,총포신 도입/밀봉/성소/윤활 발사체/미사일
F42B-015,자가 추진 발사체/미사일
F42B-017,로켓어뢰
F42B-019,수중어뢰
F42B-021,폭뢰
F42B-022,기뢰
F42B-023,지뢰
F42B-025,투하폭탄
F42B-027,수류탄
F42B-029,자가 폭발 추진 발사 무섬광탄
F42B-003,폭파 카트리지
F42B-030,기타 탄약
F42B-033,탄약 제조
F42B-035,탄약 시험/검사
F42B-039,탄약 포장/저장
F42B-004,불꽃/오락/쇼/조명 신호 불꽃설비
F42B-005,카트리지탄약
F42B-006,폭발성/연소성 추진장약 미사용 발사체
F42B-007,산탄총탄약
F42B-008,연습/훈련탄약
F42B-099,기타 탄약
F42C-001,충격신관
F42C-011,전기신관
F42C-013,근접신관
F42C-014,탄약 종별/형식 특징 근접신관
F42C-015,신관 기폭정비기구
F42C-017,신관조정장치
F42C-019,신관 세부
F42C-021,신관 검사
F42C-003,액체 신관
F42C-005,유체압력 작동 신관
F42C-007,일정 기계력 기반 신관
F42C-009,시한신관
F42C-099,기타 신관
F42D-001,폭파방법/장치
F42D-003,폭파기술 특별 응용
F42D-005,폭파 안전장치
F42D-007,기타 폭파
F42D-099,기타 폭파 주제 사항
F99Z-099,F섹션 기반 미분류 주제
G01B-001,특수 재질 측정계기
G01B-011,광학적 수단 기반 측정장치
G01B-013,유체 기반 측정 장치
G01B-015,방사선 이용 측정 장치
G01B-017,음파 기반 측정 장치
G01B-021,기타 수단 기반 측정 장치
G01B-003,기계적 수단 기반 측정 장치
G01B-005,기계적 수단 기반 측정장치
G01B-007,전자기적 수단 기반 측정장치
G01B-009,광학적 수단 기반 계기
G01C-001,각도 측량
G01C-011,사진/영상 측량
G01C-013,개수면 측량
G01C-015,기타 측량용 기계/부속구
G01C-017,컴퍼스
G01C-019,자이로스코프
G01C-021,항법 장치
G01C-022,이동체 대지이동 거리 측정
G01C-023,다수 항법용 수치 지시 조합 계기
G01C-025,항법 장치 제조/교정
G01C-003,시준선상 거리측정
G01C-005,높이 측정
G01C-007,사진측량
G01C-009,경사 측정
G01D-001,일반적 적용 결과값 측정 장치
G01D-011,특정 장치 구성 부품
G01D-013,특정 장치 표시기 구성부품
G01D-015,특정 장치 기록부 구성부품
G01D-018,측정장치 시험
G01D-021,기타 측정
G01D-003,특정 목적 수단용 측정장치
G01D-004,요금계량장치
G01D-005,감지요소 출력 전달 장치
G01D-007,측정치 지시
G01D-009,측정치 기록
G01F-001,체적유량 측정
G01F-011,유체 체적 측정/분리/반출 외적 조작 장치
G01F-013,기타 유체/유동성 고체 체적 측정 장치
G01F-015,체적유량 측정 세부/부속물
G01F-017,용기/공중체 용적측정
G01F-019,액체/유동성 고체 용적 측정
G01F-022,기타 액체/유동성 고체 용적 측정 방법/장치
G01F-023,액체/유동성 고체 레벨 지시/측정
G01F-025,체적/체적유량/액위 측정 장치 시험/교정장치
G01F-003,연속적 격리 유체/유동성 고체 체적유량 측정
G01F-005,체적유량비 측정
G01F-007,복수 측정범위 체적유량측정장치
G01F-009,타변수 관련 체적유량 측정
G01G-001,평행추 기반 중량측정장치
G01G-011,이동 재료 연속 흐름 중량 측정 장치
G01G-013,자동 공급/추출 중량측정장치
G01G-015,이동용기 분배 재료 검량장치
G01G-017,특수 형상/성질 재료 중량 측정 장치/방법
G01G-019,특수 목적 중량측정장치/방법
G01G-021,중량측정장치 세부
G01G-023,중량측정장치 부속장치
G01G-003,탄성변형부재 사용 중량즉정장치
G01G-005,유체작용 평형 중량측정장치
G01G-007,자기적/전자기적/정전적 작용 수단 평형 중량측정장치
G01G-009,기타 중량결정장치/방법
G01H-001,고체진동 측정
G01H-011,전자기적 특성 변화 검출 기반 음파 측정
G01H-013,공진주파수 측정
G01H-015,기계적/음향적 임피던스 측정
G01H-017,기타 음파 측정
G01H-003,검출기 포함 유체 진동 측정
G01H-005,음파 전파속도 측정
G01H-007,잔향시간 측정
G01H-009,방사선 감지수단
G01J-001,광측정
G01J-011,광학펄스 특성 측정
G01J-003,분광측정
G01J-004,편광 측정
G01J-005,방사 온도계
G01J-007,광속 측정
G01J-009,광학적 위상차 측정
G01K-001,온도계
G01K-011,물리적/화학적 변화 기반 온도측정
G01K-013,특수 목적 온도계
G01K-015,온도계 시험/교정 장치
G01K-017,온도계 시험/교정 목적 열량계
G01K-019,열량계 시험/교정 장치
G01K-003,온도 순간치 이외 결과 온도계
G01K-005,물질 변화 기반 온도 측정 장치
G01K-007,열 이용 소자 기반 온도측정
G01K-009,중량 재배분 기반 온도측정
G01L-001,힘/응력 기반 측정
G01L-011,유체/유동성 고체 정상압 측정
G01L-013,유체압력 차 기반 측정
G01L-015,유체압력 동시 측정 장치
G01L-017,내압 측정 장치
G01L-019,유동체 정상압 측정장치/부속품
G01L-021,진공계
G01L-023,압력 기반 진동 측정 장치
G01L-025,기계적 동력/효율 측정 장치
G01L-027,유체압 측정장치 교정
G01L-003,기계적 동력/효율 측정
G01L-005,특정 목적 기반 토크 측정 장치
G01L-007,기계적 감압소자 변위 전달 측정
G01L-009,유체/유동성 고체 정상압 측정
G01M-001,기계/구조물 평형 시험
G01M-010,수력학적 시험 기반 평형 시험
G01M-011,광학장치 시험 기반 평형 시험
G01M-013,기계부품 기반 평형 시험
G01M-015,엔진 기반 평형 시험
G01M-017,차량 기반 평형 시험
G01M-019,기타 기반 평형 시험
G01M-003,구조물 기밀성 기반 평형 시험
G01M-005,구조물 탄성조사 기반 평형 시험
G01M-007,구조물 진동 기반 평형 시험
G01M-009,공기역학 기반 평형 시험
G01M-099, 기타 기반 평형 시험
G01N-001,재료 분석용 샘플링
G01N-011,재료 유동성 기반 재료 분석
G01N-013,표면/경계효과 기반 재료 분석
G01N-015,입자 특징 기반 재료 분석
G01N-017,내구성 기반 재료 분석
G01N-019,기계적 방법 기반 재료 분석
G01N-021,광학적 수단 기반 재료 분석
G01N-022,마이크로파 기반 재료 분석
G01N-023,파동/ 입자성 방사선 기반 재료 분석
G01N-024,공명/스핀효과 기반 재료 분석
G01N-025,열적수단 기반 재료 분석
G01N-027,전자기적 수단 기반 재료 분석
G01N-029,음파/초저주파 기반 재료 분석
G01N-003,기계적 응력 기반 고체 강도 조사
G01N-030,사용성분 분리 기반 재료 분석
G01N-031,화학적 방법 기반 비생물학적 재료 분석
G01N-033,기타 방법 기반 재료 분석
G01N-035,미한정 방법 기반 자동 재료 분석
G01N-037,미포함 재료 분석 방법 세부사항
G01N-005,중량측정 기반 재료 분석
G01N-007,증기 체적/압력 기반 재료 분석
G01N-009,비중/밀도 기반 재료 분석
G01P-001,속도 세부 계기
G01P-011,평균속도 측정 수단
G01P-013,운동유무 기록 수단
G01P-015,가속도 측정 수단
G01P-021,타 그룹 미포함 교정/시험 장치
G01P-003,직선/각속도 측정 장치
G01P-005,유체 속도
G01P-007,가속도 적산 기반 속도
G01P-009,자이로스코프 효과 기반 속도
G01Q-010,위치 배열 기반 스캐닝 프로브
G01Q-020,모니터링 기반 스캐닝 프로브
G01Q-030,탐촉 기술 향상 수단
G01Q-040,보정 스캐닝 프로브 기술
G01Q-060,특수 SPM 기반 프로브 기술
G01Q-070,일반 SPM 기반 스캐닝 프로브
G01Q-080,탐촉 기반 스캐닝 프로브
G01Q-090,독립 탐촉 기반 스캐닝 프로브
G01R-001,세부 전자기 변량 측정 장치
G01R-011,시간적분 기반 변량
G01R-013,전기적 변량/파형 표시장치
G01R-015,전자기적 변량 세부 측정장치
G01R-017,참조치 기반 비교 측정장치
G01R-019,측정 기반 부호/존재 지시장치
G01R-021,전력/역률 측정장치
G01R-022,전력/전류 시간적분 측정장치
G01R-023,주파수/스펙트럼 분석 장치
G01R-025,위상각 기반 전기적 변량 측정장치
G01R-027,전기적 특성 기반 변량 측정장치
G01R-029,전기량 지시/측정 장치
G01R-003,측정계기 제조용 장치/방법
G01R-031,전기적 특성 시험용 장치
G01R-033,자기량 계측기
G01R-035,타그룹 장치 시험/교정
G01R-005,기계적 변위 기반 변환 계측기
G01R-007,기계적 단일 변위 변환계기
G01R-009,기계적 공진 활용 계기
G01S-001,무선 비지향성 수신기 기반 비콘
G01S-011,무반사 거리/속도 측정 시스템
G01S-013,전파 반사/재방사 활용 시스템
G01S-015,음파 반사/재방사 활용 시스템
G01S-017,전자파 반사/재방사 시스템
G01S-019,비콘 위치 확인 시스템
G01S-003,방위측정기 기반 위치결정
G01S-005,방위선 기반 방위 결정
G01S-007,세부 방위 결정
G01T-001,X선/감마선/미립자선/우주선
G01T-003,중성자선
G01T-005,입자 이동/비적 기록
G01T-007,세부 방사선 측정장치
G01V-001,지구물리 기반 지진학
G01V-011,지진 탐광/검출 기술
G01V-013,지진 탐광/검출 장치 관리
G01V-015,물체 감지용 태그
G01V-003,전자기적 지진계
G01V-005,핵방사선 기반 지구물리
G01V-007,중력장/중력파 기반 지구물리
G01V-008,광학적 수단 기반 지진 검출/탐광
G01V-009,비주류 지진 탐광/검출
G01V-099,기타 지진 탐광/검출
G01W-001,기상학
G02B-001,광학요소 기반 특별사용물질
G02B-011,단렌즈/복합렌즈 포함 대물렌즈
G02B-013,특수 설계 대물렌즈
G02B-015,변배용 수단 포함 대물렌즈
G02B-017,반사면 포함 광학요소 시스템
G02B-019,광학요소 기반 콘덴서
G02B-021,광학요소 기반 현미경
G02B-023,광학장치 기반 망원경
G02B-025,광학장치 기반 접안렌즈 확대경
G02B-026,광 제어 장치/배치
G02B-027,기타 광학계/장치
G02B-003,단/복합렌즈 기반 광학장치
G02B-030,3D효과 생성용 광학장치
G02B-005,렌즈 외 광학요소/장치
G02B-006,광파이버 기반 라이트 가이드
G02B-007,광학요소용 마운트
G02B-009,구성요소 기반 대물렌즈
G02C-001,브리지 포함 안경
G02C-011,비광학부속품 포함 안경
G02C-013,조립/수리/청소 기반 안경
G02C-003,렌즈조립부재 수리/청소
G02C-005,비광학부품 구조
G02C-007,안경 기반 광학부재
G02C-009,보조광학부품 부착 기반 안경
G02F-001,독립 광원 기반 광 종합 제어 장치
G02F-002,광 복조 제어장치
G02F-003,광학적 논리소자 기반 제어장치
G02F-007,광학적 변환기 기반 제어장치
G03B-001,전자사진용 카메라
G03B-011,사진용 필터 기반 사진기
G03B-013,뷰파인더/초점조절 기반 사진기
G03B-015,사진촬영용 특수장치
G03B-017,카메라 세부품
G03B-019,카메라 기반 세부
G03B-021,투영형식 영사기
G03B-023,영사기 기반 화면 전환 장치
G03B-025,잔상 기반 뷰어
G03B-027,영사기 기반 사진인화장치
G03B-029,사진인화장치
G03B-003,일반용 카메라/영사기
G03B-030,통합 렌즈/이미징 기반 모듈
G03B-031,음향 녹음/재생 기반 카메라
G03B-033,칼라사진 기반 카메라
G03B-035,입체사진 기반 카메라
G03B-037,파노라마 기반 카메라
G03B-039,고속도 사진 기반 카메라
G03B-041,특수사진 기술용 장치
G03B-042,음파 사용 기반 기록 장치
G03B-043,사진용 부품 시험수단
G03B-005,광학계 조절 기반 카메라
G03B-007,노출 제어 기반 카메라
G03B-009,노출 기반 셔터 조리개
G03C-001,사진용 감광성 재료
G03C-011,사진 보조처리법
G03C-003,카메라 삽입용 필름포장
G03C-005,사진법용 처리제
G03C-007,칼라 사진법
G03C-008,확산전사법
G03C-009,입체사진방법
G03D-011,노광필 사진재료 반전 처리장치
G03D-013,기타 노광필 사진재료용 장치
G03D-015,노광필 사진재료 처리장치
G03D-017,노광필 사진재료 기타 암실 설비
G03D-003,노광필 사진재료 침지식 장치
G03D-005,노광필 사진재료 비침지식 습식 처리장치
G03D-007,노광필 사진재료 가스식 처리장치
G03D-009,노광필 사진재료 확산전사 현상장치
G03F-001,사진제판용 원화
G03F-003,색분해
G03F-005,스크린법
G03F-007,사진제판법 
G03F-009,요철화 기반 위치결정
G03G-011,정착제용 일렉트로그래피
G03G-013,전자사진법 기반 일렉트로그래피
G03G-015,전자사진법 장치 기반 일렉트로그래피
G03G-016,열가소성 기반 전자사진법 장치
G03G-017,전자사진 공정 기반 전자사진법 장치
G03G-019,자기상 활용 전자사진법 장치
G03G-021,예외적 자기상 활용 장치
G03G-005,노출 기반 기록부재
G03G-007,노출 기반 수상소재
G03G-008,노출 기반 최종 재생성물 피복층
G03G-009,노출 기반 현상제
G03H-001,홀로그래픽 장치
G03H-003,초음파 기반 홀로그램 장치
G03H-005,예외적 홀로그래픽 장치
G04B-001,시계 기반 구동기구
G04B-011,클릭장치 기반 시계
G04B-013,치차기구 기반 시계
G04B-015,탈진기 기반 시계
G04B-017,시계 진동수 안정화기구
G04B-018,시계 진동수설정기구
G04B-019,시계 시각수단 기반 지시
G04B-021,청각수단 기반 시각 지시 시계
G04B-023,특정 시각 청각적 신호 발생 시계
G04B-025,기타 수단 기반 시각 지시 시계
G04B-027,시각표시수단 설정 기계적 장치
G04B-029,시계 틀
G04B-003,손 기반 시계장치 감기
G04B-031,시계 베어링
G04B-033,시계 캘리버
G04B-035,시계 윤열 조정 장치
G04B-037,시계 케이스
G04B-039,휴대시계 유리
G04B-041,시계 운송 고정 장치
G04B-043,시계 외부적 영향 보호장치
G04B-045,시계 지시수단/특수 효과
G04B-047,기타 부품 결합 기반 시계
G04B-049,태양/달/별 이용 시계
G04B-005,자동 감기 기반 시계
G04B-007,통상적/자동적 감기 결합 시계
G04B-009,시계 감기 상태 관리
G04B-099,기타 시계 기반 주제사항
G04C-001,점기감기식 기계시계
G04C-010,기계시계 전원장치
G04C-011,독립 구동 기계시계 동기화
G04C-013,모시계 기반 시계구동기구
G04C-015,동기전동기 기반 시계
G04C-017,전기적 수단 기반 광학적 시각표시
G04C-019,특정 시각 광학적 시각신호 발생 장치
G04C-021,전기적 수단 기반 음향적 시각신호 발생 장치
G04C-023,임의장치 조작 수단 포함 시계
G04C-003,전기적 수단 기반 운동 보존 전기기계시계
G04C-005,진동 회전운동 변환 수단 포함 시계
G04C-009,시각표시수단 설정용 전기적 작동장치
G04C-099,전기기계시계 기타 주제사항
G04D-001,시계 파지/지지장치
G04D-003,시계제조업자용 부재가공용 공구
G04D-005,시계 급유장치
G04D-007,시계 측정 장치
G04D-009,시계 자화소거장치
G04D-099,기타 시계용 주제사항
G04F-001,비구동기구 기반 시간간격 측정 장치
G04F-010,전기적 수단 기반 미지시간간격 측정 장치
G04F-013,기타 수단 기반 미지 시간간격 측정 장치
G04F-003,구동기구 기반 시간간격 측정 장치
G04F-005,시간표준 선정 시간간격 발생용 장치
G04F-007,기계적 수단 기반 미지시간간격 측정 장치
G04F-008,전기기계적 수단 기반 미지시간간격 측정 장치
G04G-001,기타 전자시계
G04G-011,특정 시각 광학적 신호 발생 전자시계
G04G-013,음향적 시각신호 발생 전자시계
G04G-015,특정 시각/시간간격 조작 기반 전자시계
G04G-017,전자시계 세부사항
G04G-019,전자시계 전원공급회로
G04G-021,전자시계 입출력 장치
G04G-003,전자시계 타이밍펄스 발생
G04G-005,전자시계 표시시각 설정
G04G-007,전자시계 동기화
G04G-009,전자시계 시각적 표시수단
G04G-099,기타 전자시계 주제사항
G04R-020,무선 신호 시간 설정 기반 시계
G04R-040,클럭 주파수 교정 기반 무선 제어 시계
G04R-060,무선 제어 시계 구조적 세부
G05B-001,비교요소
G05B-011,자동제어장치
G05B-013,순액압식 적응제어 장치
G05B-015,계산기 기반 제어
G05B-017,시뮬레이터 사용 동반 제어
G05B-019,프로그램 기반 제어
G05B-021,제어 변량 샘플링 시스템
G05B-023,제어계 시험/감시
G05B-024,기타 개루우프 자동제어시스템
G05B-005,헌팅 방지장치
G05B-006,특성 획득용 내부 피이드백 장치
G05B-007,자동제어 결합/분리용 장치
G05B-009,프로그램제어계 안전장치
G05B-099,기타 프로그램제어계 주제사항
G05D-001,운행체 변량 제어
G05D-011,유량비 제어
G05D-013,선속도 제어
G05D-015,기계적 압력 제어
G05D-016,유체압력 제어
G05D-017,토오크 제어
G05D-019,기계적 진동 제어
G05D-021,화학/물리화학적 변화량 제어
G05D-022,습도 제어
G05D-023,온도 제어
G05D-024,점도 제어
G05D-025,빛 제어
G05D-027,복수 변량 동시 제어
G05D-029,전기량/비전기량 동시 제어
G05D-003,위치/방향 제어
G05D-005,재료 차원제어
G05D-007,유량 제어
G05D-009,레벨제어
G05D-099,기타 제어 주제사항
G05F-001,전기량 자동제어시스템
G05F-003,자기조정특성 기반 비반작용계
G05F-005,조정출력 획득용 전기량 조정계
G05F-007,자기량 조정계
G05G-001,기계적 구성 제어부재
G05G-011,단일 피제어부재 구비 수동제어기구
G05G-013,복수 피제어부재 구비 수동제어기구
G05G-015,특수 원인 기반 자동 시동 장치
G05G-017,부재 운동용 트립/해제기구
G05G-019,추종동작 포함 서보 기구
G05G-021,조작 제어 기계적 장치
G05G-023,제어기구 일부 위치결정 보증 수단
G05G-025,제어기구 부속물 세부
G05G-003,피제어부재 배열
G05G-005,제어기구 이동 방지 수단
G05G-007,단일 피제어부재 구비 수동제어기구 세부
G05G-009,복수 피제어부재 구비 수동제어기구
G06C-001,손 조작 결과 표시 계산기
G06C-011,계산 출력기구
G06C-013,계산 기억기구
G06C-015,계산기구
G06C-017,기수변환기구
G06C-019,소수점 위치설정기구
G06C-021,계산 순서 결정 프로그램기구
G06C-023,기능요소 구동기구
G06C-025,보조기능장치
G06C-027,연결 관계 특징 기반 계산기계
G06C-029,계산기외 기계
G06C-003,조견표 구성
G06C-005,동작기능 불포함 계산기
G06C-007,계산기 입력기구
G06C-009,계산기 전송기구
G06D-001,디지털 유체압 계산장치 세부
G06D-003,종적부품 포함 상호연관성 기반 디지털 유체압 계산장치
G06D-005,동적부품 미포함 상호연관성 기반 디지털 유체압 계산장치
G06D-007,기능소자 조합 기반 디지털 유체압 계산장치
G06E-001,디지털 데이터 처리용 광학 계산 장치
G06E-003,기타 데이터 처리용 광학 계산 장치
G06F-001,기타 디지털 데이터처리 장치 세부
G06F-011,디지털 데이터처리 장치 에러 검출
G06F-111,CAD 기술 기반 세부사항
G06F-113,디지털 데이터처리 응용 분야 관련 세부
G06F-115,디지털 회로 유형 세부사항
G06F-117,회로 설계 유형/목적 세부사항
G06F-119,디지털 분석/최적화 유형 세부사항
G06F-012,메모리 시스템
G06F-013,장치 정보/신호 전송 인터페이스
G06F-015,디지털 컴퓨터 일반
G06F-016,정보 검색
G06F-017,디지털 컴퓨팅
G06F-019,특정 용도용 데이터 처리 장치
G06F-021,부정행위 기반 컴퓨터 보안 장치
G06F-003,전송 데이터 변환 입력기구
G06F-030,컴퓨터 보조 설계
G06F-040,자연어 데이터 처리
G06F-005,데이터 변환 장치
G06F-007,데이터 조작 기반 처리 장치
G06F-008,소프트 엔지니어링용 장치
G06F-009,프로그램 제어 장치
G06G-001,수동식 계산장치
G06G-003,기계적 계산동작 기반 장치
G06G-005,유체압 소자 계산동작 기반 장치
G06G-007,변화 전기적 양 기반 연산 장치
G06G-099,기타 아날로그 컴퓨터 주제 사항
G06J-001,하이브리드 컴퓨터
G06J-003,디지털컴퓨터/아날로그컴퓨터 연동시스템
G06K-001,기록매체 디지털적 기록 장치
G06K-011,그래프 해독 장치
G06K-013,타 위치 기록매체 이송 장치
G06K-015,출력데이터 영구가시표시 작성 장치
G06K-017,기타 장치 공동 장치
G06K-019,디지털 마크 기록매체
G06K-021,수동/기계 기반 천공카드 정보검색
G06K-003,알파뉴메릭 인쇄 장치
G06K-005,기록매체상 기록마크 검사 장치
G06K-007,기록매체 읽기 장치
G06K-009,인쇄문자 인식 장치
G06M-001,계수매커니즘 구성사항
G06M-011,불규칙 분포 물품 계수매커니즘
G06M-015,비제공 계수매커니즘
G06M-003,부가적 수단 기반 계수매커니즘
G06M-007,컨베이어 운반 물품 계수매커니즘
G06M-009,적재 물품용 계수매커니즘
G06N-001,특정 계산모델 방식 컴퓨터시스템
G06N-010,양자 컴퓨터
G06N-020,머신 러닝
G06N-003,생체모델 기반 컴퓨터시스템
G06N-005,지식기반모델 기반 컴퓨터시스템
G06N-007,특정수리모델 기반 컴퓨터시스템
G06N-099,기타 컴퓨터시스템
G06Q-010,경영 기반 데이터 처리 시스템
G06Q-020,지불 체계 기반 데이터 처리 시스템
G06Q-030,거래 기반 데이터 처리 시스템
G06Q-040,금융 기반 데이터 처리 시스템
G06Q-050,특정 업종 기반 데이터 처리 시스템
G06Q-090,특별 데이터 처리 비수반 시스템
G06Q-099,기타 데이터 처리 시스템 주제사항
G06T-001,범용 화상 데이터 처리
G06T-011,이차원 화상 생성
G06T-013,애니메이션
G06T-015,삼차원 화상 렌더링
G06T-017,컴퓨터 그래픽용 3차원 모델링
G06T-019,컴퓨터 그래픽용 3D 모델
G06T-003,화상평면 기하학적 화상변환
G06T-005,화상 증진/복원
G06T-007,이미지 분석
G06T-009,이미지 부호화
G06V-010,이미지/비디오 인식/이해 장치
G06V-020,장면 인식 장치
G06V-030,문자 인식 장치
G06V-040,이미지/비디오 생체 패턴 인식
G07B-001,표 인쇄/발행 기계
G07B-011,발행 표 확인/취소 장치
G07B-013,택시요금 표시기
G07B-015,통제 지점 요금 징수 장치
G07B-017,우편물 장치
G07B-003,인쇄 표 발행기
G07B-005,표 발행기 부품
G07B-007,표 접근 가능 홀더
G07B-009,표 구멍 뚫기 기계
G07C-001,시간/경과시간 등록 장치
G07C-011,상태 발생 검사 설비
G07C-013,투표기
G07C-015,난수발생 추첨기
G07C-003,기기 상태/가동 등록 장치
G07C-005,차량 가동 등록/지시 장치
G07C-007,기타 등록 장치 부품
G07C-009,개개 출입 등록 장치
G07D-001,동전인출장치
G07D-011,동전 수납 장치
G07D-013,기타 동전/지폐 취급
G07D-003,화폐 분류 장치
G07D-005,동전 진위 판별 검사
G07D-007,지폐 진위 판별 검사
G07D-009,동전 계수
G07F-001,동전삽입장치
G07F-011,개별 물품 송출 동전투입식 작동장치
G07F-013,유체 기반 동전 투입식 작동장치
G07F-015,액체 기반 동전투입식 작동장치
G07F-017,물품 임대용 동전투입식 작동장치
G07F-019,카드 투입식 작동장치
G07F-005,동전 작동기구 인터록
G07F-007,자동판매용 장치
G07F-009,기타 동전투입식 작동장치 세부
G07G-001,금전등록기
G07G-003,금전등록기 경보기
G07G-005,금전등록기 영수증 발행기
G08B-001,전송형태 기반 신호시스템
G08B-013,강도 경보 기반 신호시스템
G08B-015,강도 식별 장치
G08B-017,화재경보 장치
G08B-019,복수 상이 상태 신호시스템
G08B-021,단일 이상상태 응답 신호시스템
G08B-023,이상동작상태 응답 경보시스템
G08B-025,경보상태 위치 통보 경보시스템
G08B-026,복수 자국 순차적 질문 기반 경보시스템
G08B-027,복수 자국 통보 기반 경보시스템
G08B-029,신호 점검 기반 경보시스템
G08B-003,가청신호시스템
G08B-031,최신데이터 기반 경보시스템
G08B-005,가시신호시스템
G08B-006,촉각신호장치
G08B-007,가청/가시/가촉 복수 신호장치
G08B-009,지령발신장치
G08C-013,입출력신호 관계 영향 장치
G08C-015,다중화 송출 기반 장치
G08C-017,무선 전기망 기반 신호전송장치
G08C-019,전기적 신호 전송방식
G08C-021,대상물 위치 전송 시스템
G08C-023,비전기적 신호 전송방식
G08C-025,착오 방지 기반 감시장치
G08G-001,도로 차량용 교통 제어 시스템
G08G-003,선박 교통제어시스템
G08G-005,항공기 교통제어시스템
G08G-007,상이 항행체 동시교통제어시스템
G08G-009,종류 무관 항행체 교통제어시스템
G08G-099,기타 교통 제어 시스템
G09B-001,수동/기계조작 기반 교육용 기구
G09B-011,그림 기반 교습구
G09B-013,타자 기반 교습구
G09B-015,음악 기반 교습구
G09B-017,읽기 방법 기반 교습구
G09B-019,기타 교습구
G09B-021,맹인 교습구
G09B-023,과학/의학/수학교습목적 모형
G09B-025,기타 목적 교습구
G09B-027,유성/지구 기반 교습구
G09B-029,지도 기반 교습구
G09B-003,문제 해답 동반 작동 수동 교습구
G09B-005,전기적 조작 기반 교습구
G09B-007,전기적 조작 기반 문제 해답 동반 작동 교습구
G09B-009,교습 목적 시뮬레이터
G09C-001,암호 변형 장치
G09C-003,암호 원문 암호화/해독 장치
G09C-005,기타 암호화/암호 해독 장치
G09D-001,철도 시각/요금표
G09D-003,만년캘린더
G09F-001,유연성 재질 판지/전시 카드
G09F-011,영구 고착 가변정보용 지시장치
G09F-013,조명사인
G09F-015,고지/프래카드 안내 구조물
G09F-017,기/표식/장착구
