IPC maingroup,Label
A61C-019,치과용 보조용구
A61C-003,치과용 공구/기구
A61C-005,치아 충전/피복
A61C-007,치열교정
A61C-008,자연치 강화용 악골 고정장치
A61C-009,치과 보철 특화 의치 모조 방법
A61D-001,수의용 외과기구
A61D-011,수의용 세정구/가스 치료조
A61D-013,수의용 특화 체온계 지지구
A61D-015,수의용 개구기
A61D-017,동물사역중 사고 표시구
A61D-019,동물 번식/수정용 기구/방법
A61D-003,수술용 동물 지지구
A61D-005,동물용 치과처리 용구
A61D-007,동물체 관련 상태 의학
A61D-009,수의용 붕대
A61D-099,기타 수의용 주제 사항
A61F-011,귀 치료 방법/용구
A61F-013,구급용품
A61F-015,상처피복용품 보조기구
A61F-017,구급함
A61F-002,인공적 신체 대체물
A61F-003,자연족 관련 신장편
A61F-004,장애자 보조방법/장치
A61F-005,비수술 뼈/관절 치료 기구
A61F-006,피임용구
A61F-007,치료용 온열/냉각기구
A61F-009,눈 치료 방법/기기
A61G-001,들것
A61G-010,의료용 처치실
A61G-011,조산아 보육기
A61G-012,간호 설비
A61G-013,수술대 및 보조기계
A61G-015,치료용 의자
A61G-017,관
A61G-019,관 승강장치
A61G-021,영구차
A61G-003,병자 운반용 차량
A61G-005,병약자 특화 개인 수송 수단
A61G-007,간호 특화 침대
A61G-009,침상병자용 침대용 배변기
A61G-099,기타 환자 수송 수단
A61H-001,피동 운동용 장치
A61H-011,마사지용 벨트/끈/빗
A61H-013,잇몸 마사지
A61H-015,롤러/볼 기반 마사지
A61H-019,생식기 마사지
A61H-021,인체 강부 마시지 용구
A61H-023,타격/진동 마사지
A61H-003,병약자 보행 보조기구
A61H-031,인공호흡/심장자극
A61H-033,특수 치료용 입욕용구
A61H-035,인체 특수부위용 입욕
A61H-036,발한복
A61H-037,마사지용 보조구
A61H-039,물리치료용 급소 검출/자극 장치
A61H-005,눈 운동기구
A61H-007,흡입-주무르기식 마사지용 장치
A61H-009,유체 마사지
A61H-099,기타 물리치료 장치/방법
A61J-001,의료용 용기
A61J-011,젖꼭지
A61J-013,젖꼭지 씌우개
A61J-015,치료 목적 급식관
A61J-017,유아 위안용품
A61J-019,침 수집 용구
A61J-003,제형 제조 장치/방법
A61J-007,의약품 내복용 장치
A61J-009,일반 우유병
A61K-101,방사성 비금속 제제
A61K-103,방사성 금속 제제
A61K-125,식물 함유 제제
A61K-127,생잎 함유 제제
A61K-129,나무 껍질 함유 제제
A61K-131,종자/열매 함유 제제
A61K-133,꽃 함유 제제
A61K-135,줄기/가지 함유 제제
A61K-031,유기 활성 성분 함유 제제
A61K-033,무기활성성분 함유 제제
A61K-035,구조 미상 물질 함유 제제
A61K-036,조류/지의류/균류/식물 기반 물질 함유 제제
A61K-038,펩티드 함유 제제
A61K-039,항원/항체 제제
A61K-041,파동 에너지/입자방선 처리 제제
A61K-045,기타 활성성분 함유 제제
A61K-047,불할성성분 함유 제제
A61K-048,생체 삽입 유전물질 함유 제제
A61K-049,생체내 시험용 제제
A61K-050,생체내 치료용 전기 전도성제제
A61K-051,생체내 치료용 방사물질 함유 제제
A61K-006,치과용 제제
A61K-008,화장품 제제
A61K-009,물리적 형태 특징 제제
A61L-101,소독용 재료 화학적 조성
A61L-011,폐기물 적용 살균 방법
A61L-012,콘택트렌즈 소독 방법/장치
A61L-015,붕대/피복용품/흡수성 패드
A61L-017,외과용 봉합재료
A61L-002,식료품/콘택트렌즈 외 재료 소독 방법/장치
A61L-024,외과용 접착제/시멘트
A61L-026,액체 붕대 화학적 사항
A61L-027,보철/보철 피복 재료
A61L-028,인공항문 용구 재료
A61L-029,카테터/카테터 코팅재료
A61L-031,기타 수술 물품용 재료
A61L-033,수술용물품
A61L-009,공기 소독
A61M-001,의료용 흡입/펌프수송용구
A61M-011,치료용 스프레이/분무기
A61M-013,치료/소독용 취입기
A61M-015,흡입기
A61M-016,가스 취급 기반 호흡기계 용구
A61M-019,국부마취용 장치
A61M-021,수면/각성 장치/방법
A61M-023,고체탐침
A61M-025,도뇨관
A61M-027,상처 배액기구
A61M-029,약제 도입 매체
A61M-003,의료용 주입기
A61M-031,체강 내 약제 도입 매체
A61M-035,인체상 약제 도입 매체
A61M-036,방사성 물질 인체 적용 
A61M-037,체내 매체 도입 장치
A61M-039,의료용 관접속구
A61M-005,체내 매체 도입 기기
A61M-060,혈액 펌프
A61M-009,수중 장세척용 목욕
A61M-099,체내 매체 도입 장치 관련 기타 사항
A61N-001,전기치료
A61N-002,자기치료
A61N-005,방사선 치료
A61N-007,초음파 치료
A61P-001,소화관 질환용 의약
A61P-011,호흡기계 질환용 의약
A61P-013,비노기계 질환용 의약
A61P-015,생식기 질환용 의약
A61P-017,피부과질환 의약
A61P-019,골질환 의약
A61P-021,근육계 질환 의약
A61P-023,마취제
A61P-025,신경계질환 의약
A61P-027,감각장애 치료제
A61P-029,비중추적 진통제
A61P-003,대사 질환용 의약
A61P-031,항감염제
A61P-033,구충제
A61P-035,항종양제
A61P-037,면역제
A61P-039,항유해제
A61P-041,수술용 의약품
A61P-043,특별 용도 의약품
A61P-005,내분비계 질환용 의약
A61P-007,세포외액 대사 질환용 의약
A61P-009,심혈관계 질환용 의약
A61Q-001,메이크업제
A61Q-011,치아 손질용 제제
A61Q-013,향료용 제제
A61Q-015,발한방지제
A61Q-017,방호제
A61Q-019,스킨 케어제
A61Q-003,매니큐어
A61Q-005,모발 손질용 제제
A61Q-007,발모 영향 제제
A61Q-009,제모제
A61Q-090,기타 특정 용도 화장품
A61Q-099,기타 특수 용도 화장품
A62B-001,건조물 사람 하강 기구
A62B-011,밀실 호흡공기 재조정장치
A62B-013,가스 방지 차폐 방 환기용 특별 장치
A62B-015,유독/유해 물질 방어 설비
A62B-017,열/유해화학제 보호복
A62B-018,호흡 마스크/헬멧
A62B-019,호흡장치용 흡수물질 카트리지
A62B-021,호흡장치용 화학물질 산소 생성장치
A62B-023,호흡보호용 필터
A62B-025,호흡장치 보관 장치
A62B-027,호흡장치 시험 장치
A62B-029,유해 화학제 무해/격리 장치
A62B-003,건조물 피난 용이 기구
A62B-031,호흡공기 재생/환기 장치
A62B-033,가사자 구조/소생 장치
A62B-035,안전벨트/신체 장착구
A62B-037,기타 인명구조 기구/장치
A62B-005,화재 구조 기구
A62B-007,호흡용 장치
A62B-009,호흡장치용 구성부품
A62B-099,기타 호흡장치
A62C-011,수동 펌프 포함 휴대용 소화기
A62C-013,휴대용 가압 소화기
A62C-015,배낭형태 소화기
A62C-017,권총 소총형 수동소화기
A62C-019,소방제 폭발 방출 기반 수동소화기
A62C-002,화재 예방/억제
A62C-025,동력구동 펌프 휴대용 소화기
A62C-027,소방차
A62C-029,소방정/유사물 부동 구조물
A62C-003,특정 대상용 화재 예방/억제/소화
A62C-031,소방제 방출
A62C-033,호스 부속구
A62C-035,영구 설치 소방설비
A62C-037,소방설비 제어
A62C-039,기타 소화방법/설비/부속품
A62C-004,가스 통과 화염트랩
A62C-005,사용 직전 소방제 생산
A62C-008,휴대용 소화기
A62C-099,기타 소화 도구
A62D-001,소화제
A62D-101,무해 화학 물질
A62D-003,유해 화학물질 화학적 변화 기반 무해화 처리
A62D-005,유해 화학물질 보호피복
A62D-007,방독마스크/호흡보호기
A62D-009,호흡장치 화학물질 조성
A63B-001,체조용 철봉
A63B-102,클럽/배트/라켓
A63B-015,체조용 클럽
A63B-017,부분 조합 훈련장치
A63B-019,후프 훈련장치
A63B-021,장치 저항력 이용 신체 발달 훈련장치
A63B-022,심장혈관계 발달용 민첩성/정합성 훈련장치
A63B-023,신체 특정부분용 훈련장치
A63B-024,전기/전자 제어 기반 훈련장치
A63B-025,죽마/유사물
A63B-026,기타 훈련장치
A63B-027,등반봉/등반목/유사물 장치
A63B-029,등산용 기구
A63B-003,평행봉/유사 체조 장치
A63B-031,수영 보조구
A63B-033,머리 수영용구
A63B-035,수영자 원동기 조작 구동기구 수영용 장치
A63B-037,공
A63B-039,팽창 가능 공
A63B-004,평균대 공
A63B-041,팽창식 공
A63B-043,특별 장치 공
A63B-045,공 제조장치
A63B-047,공 처리 장치
A63B-049,줄 기반 장치
A63B-005,도약장치
A63B-051,테니스/배드민턴 라켓 줄매기
A63B-053,골프클럽
A63B-055,골프클럽용 가방
A63B-057,골프 경기 부속품
A63B-059,기타 배트/라켓 유사물
A63B-006,도약/체조 충격 흡수용 매트
A63B-060,골프채/배트/라켓 유사물 세부사항/부속품
A63B-061,테니스 부속구
A63B-063,구기 경기 타겟
A63B-065,투척용구
A63B-067,기타 스포츠 게임 부속품
A63B-069,특수 스포츠용 훈련용구/장치
A63B-007,자유 부착 체조장치
A63B-071,기타 게임/운동용 부속구
A63B-009,등반봉/등반틀/등반대
A63C-001,스케이트
A63C-010,스노우 보드 바인딩
A63C-011,스키/스노보드 부속품
A63C-013,설상화
A63C-017,롤러 스케이트
A63C-019,경기장/링크/볼링그린/수상스키용 시설 설계/배치
A63C-003,스케이트 부속품
A63C-005,스키/스노보드
A63C-007,스키 후골방지 장치
A63C-009,스키 조임 기구
A63D-001,볼링 게임 설치
A63D-013,바가텔
A63D-015,당구
A63D-003,탁자 볼링 게임
A63D-005,볼링장/탁상 구슬 굴리기 부속물
A63D-007,핀 게임
A63D-009,핀
A63F-001,카드게임
A63F-011,범용 게임 악세사리
A63F-013,비디오 게임
A63F-003,보드게임/복권게임
A63F-005,룰렛게임
A63F-007,소형 이동체 기반 실내용게임
A63F-009,기타 게임
A63G-001,회전목마
A63G-011,시소
A63G-013,흔들요람 그네
A63G-015,전진운동 주행체상 설치 흔들목마
A63G-017,장난감 말
A63G-019,동물형 승용물 완구
A63G-021,활송장치
A63G-023,회전 승용물 활송장치
A63G-025,탑승자 자신 조종 자동차
A63G-027,러시아식 그네
A63G-029,회전좌석 설치/미설치 공중회전드럼
A63G-003,수상회전목마
A63G-031,오락장치
A63G-033,다중 경기 장치
A63G-004,기타 회전목마 부속구
A63G-005,회전목마 게임
A63G-007,기복주로/스위치백
A63G-009,그네
A63H-001,팽이
A63H-011,자동식 형상완구
A63H-013,움직임 포함 형상완구
A63H-015,기타 중력 기반 형상완구
A63H-017,승용물 완구
A63H-018,완구용 하이웨이
A63H-019,철도모형
A63H-021,기타 철도완구
A63H-023,보트완구/부유완구/수상완구 장치
A63H-025,증기/가스/압축공기 이용 기관완구
A63H-027,완구용 비행기
A63H-029,완구 구동장치
A63H-003,인형
A63H-030,완구용 리모트 컨트롤 장치
A63H-031,완구 전동장치
A63H-033,기타 완구
A63H-037,조크
A63H-005,부가적 완구효과 포함 음악/소음발생장치
A63H-007,사용자 유도 기반 형상완구
A63H-009,인형/완구 제작 방법/조성물
A63J-001,무대장치
A63J-011,미로
A63J-013,파노라마
A63J-015,요지경
A63J-017,색채악 연주장치
A63J-019,꼭두각시
A63J-021,기술용 설비
A63J-023,기타 오락연예용 설비
A63J-025,영화관용 설비
A63J-003,서커스/투기장 장치/설비
A63J-005,서커스/투기장 무대효과 장치
A63J-007,연기자 보조장치
A63J-009,원심력 이용 궤도/재주넘기
A63J-099,기타 마술용 설비 또는 그 유사물
A63K-001,경주로
A63K-003,경구 설비/부속품
A63K-099,경주 기타 주제 사항
A99Z-099,A섹션 기반 미분류 주제
B01B-001,물리/화학 기반 비등장치
B01D-001,증발 기반 분리법/장치
B01D-011,용제추출 기반 분리법
B01D-012,액체 치환 기반 분리법
B01D-015,고체 흡착제 기반 분리법
B01D-017,기타 방식 액체 분리법
B01D-019,액체 탈기
B01D-021,현탁입자 침전 분리
B01D-024,성긴 여과제 기반 여과기
B01D-025,복합 여과요소 여과기
B01D-027,카트리지 교체형 여과기
B01D-029,기타 여과 요소 고정 여과체
B01D-003,기체 기반 증류/공정
B01D-033,여과체 운동형 여과기
B01D-035,기타 여과장치/여과조작 부속장치/필터 하우징 구조
B01D-036,여과장치 포함 복합분리장치 조합
B01D-037,여과공정
B01D-039,유체용 여과제
B01D-041,비유체용 여과기/여과체 재생
B01D-043,침전/여과 제외 액체 고체 혼합물 분리
B01D-045,중력/관성력/원심력 기반 분산입자 분리
B01D-046,분산입자 분리용 여과기/여과공정
B01D-047,액체분리제 기반 분산입자분리
B01D-049,기타방식 분산입자 분리
B01D-005,증기 응축/휘발성용제 회수
B01D-050,기체-입자 분리 장치 조합
B01D-051,분산입자 분리 전처리
B01D-053,기체 분리
B01D-057,비고체물질 단일 그룹 분리
B01D-059,동위원소 분리
B01D-061,반투막 기반 분리공정
B01D-063,반투막 기반 분리공정 일반 장치
B01D-065,반투막 기반 분리공정 부속장치
B01D-067,분리공정용 반투막 생산 공정
B01D-069,구조 특징적 분리공정용 반투막
B01D-007,승화 기반 분리
B01D-071,재료 특징적 분리공정용 반투막
B01D-008,콜드 트랩
B01D-009,결정화 기반 분리
B01F-001,용해 기반 혼합
B01F-101,혼합 재료 특성 및 혼합 관련 기술
B01F-011,요동진동기구 포함 혼합기
B01F-013,기타 혼합기/혼합 플랜트
B01F-015,혼합기 부속장치
B01F-017,비혼합물 혼합제 역할 물질
B01F-021,용해 기반 혼합
B01F-023,상 기반 혼합 방식
B01F-025,혼합기
B01F-027,회전식 교반장치 포함 혼합기
B01F-029,회전 용기 포함 믹서
B01F-003,상 기반 혼합
B01F-031,진동 운동 기반 믹서
B01F-033,기타 믹서/혼합 플랜트/믹서 조합
B01F-035,믹서용 액세서리/보조 장치
B01F-005,플로우믹서
B01F-007,고정용기 내부 회전교반기 부착 혼합기 니이더
B01F-009,회전용기 포함 혼합기
B01J-010,액체-가스상 매질 화학 반응 공정 및 장치
B01J-012,가스상 매질간 화학 반응 공정 및 장치
B01J-013,콜로이드 화학
B01J-014,액체간 화학 반응 공정 및 장치
B01J-015,가스상 매질-비입상 고체 화학 반응 공정 및 장치
B01J-016,액체-비입상 고체 화학 반응 공정 및 장치
B01J-019,물리/화학적 공정 및 장치
B01J-002,물질 조립공정 및 입자상 물질 자유유동화
B01J-020,고체흡착조성물/여과조제조성물 조제 및 재생
B01J-021,마그네슘/붕소/알루미늄/탄소/실리콘/4족원소 산화물 및 수산화물 촉매
B01J-023,마그네슘/붕소/알루미늄/탄소/실리콘/4족원소 외 금속/금속산화물/금속수한화물 촉매
B01J-025,라네이형 촉매
B01J-027,16족원소/할로겐/인/탄소/질소 화합물 기반 촉매
B01J-029,분자체 기반 촉매
B01J-003,물질 화학/물리적 변화용 압력 기반 공정/장치
B01J-031,수소화물/배위 착화합물/유기화합물 기반 촉매
B01J-032,촉매담체
B01J-033,촉매 보호 방법
B01J-035,물리적 특성 포함 촉매
B01J-037,촉매제조/활성화용 공정
B01J-038,촉매 재생/재활성화
B01J-039,양이온 교환/교환체/교환 특성 개량
B01J-004,물리/화학 공정용 공급/배출 조정장치
B01J-041,음이온 교환/교환체/교환 특성 개량
B01J-043,양성이온 교환/교환체/교환 특성 개량
B01J-045,착체/킬레이트 형성 이온 교환/교환체/교환 특성 개량
B01J-047,이온 교환과정/장치
B01J-049,이온 교환체 재생/재활성화 및 그 장치
B01J-006,하소/융해
B01J-007,가스 발생장치
B01J-008,유체/고체입자 존재 화학/물리적 공정/장치
B01L-001,봉입장치
B01L-011,봉입장치 제외 실험 장치
B01L-003,실험용 용기/접시
B01L-005,가스조작장치
B01L-007,가열 냉각장치
B01L-009,지지장치/보지장치
B01L-099,기타 실험 장치
B02B-001,제분 전처리 및 공정
B02B-003,외피제거/탈부
B02B-005,기타 곡립 처리
B02B-007,곡립 전처리용 보조장치
B02C-001,왕복운동부재 기반 파쇄/분쇄
B02C-011,곡립 특화 보조장치/부속품
B02C-013,회전타격부재 포함 분쇄기 기반 분쇄
B02C-015,환체/원반 협동 롤러 기반 분쇄 매체
B02C-017,원통형분쇄기 기반 분쇄
B02C-018,칼/기계/웜 기반 원료 절단/파단
B02C-019,기타 분쇄장치/방법
B02C-002,선동파쇄기/원추파쇄기 기반 파쇄/분쇄
B02C-021,원료 건조장치 포함/비포함 분쇄플랜트
B02C-023,파쇄/분쇄 특수 적합 보조 방법/장치
B02C-025,파쇄/분쇄 적합 제어장치
B02C-004,로울밀 기반 파쇄/분쇄
B02C-007,원반분쇄기 기반 파쇄/분쇄
B02C-009,곡립용 기타 분쇄방법/분쇄기
B03B-001,물질 분리 용이용 물리적 성질 변화 조정
B03B-011,세광/습식분리장치 일체불가분 공급/배출장치
B03B-013,물리 작용 기반 습식분리 장치/세광플랜트 특수 적응 제어장치
B03B-004,풍력테이블/풍력지그 기반 분리
